Time [s] 	canBusModel.CAN_OUT 	vECUcontroller_1.Out1
1.6719999999999	0-0-0-0-	0-0-0-0-0-
1.6729999999999	0-0-0-0-	0-0-0-0-0-
1.6739999999999	0-0-0-0-	0-0-0-0-0-
1.6749999999999	0-0-0-0-	0-0-0-0-0-
1.6759999999999	0-0-0-0-	0-0-0-0-0-
1.6769999999999	0-0-0-0-	0-0-0-0-0-
1.6779999999999	0-0-0-0-	0-0-0-0-0-
1.6789999999999	0-0-0-0-	0-0-0-0-0-
1.6799999999999	0-0-0-0-	0-0-0-0-0-
1.6809999999999	0-0-0-0-	0-0-0-0-0-
1.6819999999999	0-0-0-0-	0-0-0-0-0-
1.6829999999999	0-0-0-0-	0-0-0-0-0-
1.6839999999999	0-0-0-0-	0-0-0-0-0-
1.6849999999999	0-0-0-0-	0-0-0-0-0-
1.6859999999999	0-0-0-0-	0-0-0-0-0-
1.6869999999999	0-0-0-0-	0-0-0-0-0-
1.6879999999999	0-0-0-0-	0-0-0-0-0-
1.6889999999999	0-0-0-0-	0-0-0-0-0-
1.6899999999999	0-0-0-0-	0-0-0-0-0-
1.6909999999999	0-0-0-0-	0-0-0-0-0-
1.6919999999999	0-0-0-0-	0-0-0-0-0-
1.6929999999999	0-0-0-0-	1-5-0-8-40:00:00:00:00:00:00:00
1.6939999999999	0-0-0-0-	0-0-0-0-0-
1.6949999999999	1-5-0-8-40:00:00:00:00:00:00:00	0-0-0-0-0-
1.6959999999999	0-0-0-0-	0-0-0-0-0-
1.6969999999999	0-0-0-0-	0-0-0-0-0-
1.6979999999999	0-0-0-0-	0-0-0-0-0-
1.6989999999999	0-0-0-0-	0-0-0-0-0-
1.6999999999999	0-0-0-0-	0-0-0-0-0-
1.7009999999999	0-0-0-0-	0-0-0-0-0-
1.7019999999999	0-0-0-0-	0-0-0-0-0-
1.7029999999999	0-0-0-0-	0-0-0-0-0-
1.7039999999999	0-0-0-0-	0-0-0-0-0-
1.7049999999999	0-0-0-0-	0-0-0-0-0-
1.7059999999999	0-0-0-0-	0-0-0-0-0-
1.7069999999999	0-0-0-0-	0-0-0-0-0-
1.7079999999999	0-0-0-0-	0-0-0-0-0-
1.7089999999999	0-0-0-0-	0-0-0-0-0-
1.7099999999999	0-0-0-0-	0-0-0-0-0-
1.7109999999999	0-0-0-0-	0-0-0-0-0-
1.7119999999999	0-0-0-0-	0-0-0-0-0-
1.7129999999999	0-0-0-0-	0-0-0-0-0-
1.7139999999999	0-0-0-0-	0-0-0-0-0-
1.7149999999999	0-0-0-0-	0-0-0-0-0-
1.7159999999999	0-0-0-0-	0-0-0-0-0-
1.7169999999999	0-0-0-0-	0-0-0-0-0-
1.7179999999999	0-0-0-0-	0-0-0-0-0-
1.7189999999999	0-0-0-0-	0-0-0-0-0-
1.7199999999999	0-0-0-0-	0-0-0-0-0-
1.7209999999999	0-0-0-0-	0-0-0-0-0-
1.7219999999999	0-0-0-0-	0-0-0-0-0-
1.7229999999999	0-0-0-0-	0-0-0-0-0-
1.7239999999999	0-0-0-0-	0-0-0-0-0-
1.7249999999999	0-0-0-0-	0-0-0-0-0-
1.7259999999999	0-0-0-0-	0-0-0-0-0-
1.7269999999999	0-0-0-0-	0-0-0-0-0-
1.7279999999999	0-0-0-0-	0-0-0-0-0-
1.7289999999999	0-0-0-0-	0-0-0-0-0-
1.7299999999999	0-0-0-0-	0-0-0-0-0-
1.7309999999999	0-0-0-0-	0-0-0-0-0-
1.7319999999999	0-0-0-0-	0-0-0-0-0-
1.7329999999999	0-0-0-0-	0-0-0-0-0-
1.7339999999999	0-0-0-0-	0-0-0-0-0-
1.7349999999999	0-0-0-0-	0-0-0-0-0-
1.7359999999999	0-0-0-0-	0-0-0-0-0-
1.7369999999999	0-0-0-0-	0-0-0-0-0-
1.7379999999999	0-0-0-0-	0-0-0-0-0-
1.7389999999999	0-0-0-0-	0-0-0-0-0-
1.7399999999999	0-0-0-0-	0-0-0-0-0-
1.7409999999999	0-0-0-0-	0-0-0-0-0-
1.7419999999999	0-0-0-0-	0-0-0-0-0-
1.7429999999999	0-0-0-0-	1-5-0-8-4A:00:00:00:00:00:00:00
1.7439999999999	0-0-0-0-	0-0-0-0-0-
1.7449999999999	1-5-0-8-4A:00:00:00:00:00:00:00	0-0-0-0-0-
1.7459999999999	0-0-0-0-	0-0-0-0-0-
1.7469999999999	0-0-0-0-	0-0-0-0-0-
1.7479999999999	0-0-0-0-	0-0-0-0-0-
1.7489999999999	0-0-0-0-	0-0-0-0-0-
1.7499999999999	0-0-0-0-	0-0-0-0-0-
1.7509999999999	0-0-0-0-	0-0-0-0-0-
1.7519999999999	0-0-0-0-	0-0-0-0-0-
1.7529999999999	0-0-0-0-	0-0-0-0-0-
1.7539999999999	0-0-0-0-	0-0-0-0-0-
1.7549999999999	0-0-0-0-	0-0-0-0-0-
1.7559999999999	0-0-0-0-	0-0-0-0-0-
1.7569999999999	0-0-0-0-	0-0-0-0-0-
1.7579999999999	0-0-0-0-	0-0-0-0-0-
1.7589999999999	0-0-0-0-	0-0-0-0-0-
1.7599999999999	0-0-0-0-	0-0-0-0-0-
1.7609999999999	0-0-0-0-	0-0-0-0-0-
1.7619999999999	0-0-0-0-	0-0-0-0-0-
1.7629999999999	0-0-0-0-	0-0-0-0-0-
1.7639999999999	0-0-0-0-	0-0-0-0-0-
1.7649999999999	0-0-0-0-	0-0-0-0-0-
1.7659999999999	0-0-0-0-	0-0-0-0-0-
1.7669999999999	0-0-0-0-	0-0-0-0-0-
1.7679999999999	0-0-0-0-	0-0-0-0-0-
1.7689999999999	0-0-0-0-	0-0-0-0-0-
1.7699999999999	0-0-0-0-	0-0-0-0-0-
1.7709999999999	0-0-0-0-	0-0-0-0-0-
1.7719999999999	0-0-0-0-	0-0-0-0-0-
1.7729999999999	0-0-0-0-	0-0-0-0-0-
1.7739999999999	0-0-0-0-	0-0-0-0-0-
1.7749999999999	0-0-0-0-	0-0-0-0-0-
1.7759999999999	0-0-0-0-	0-0-0-0-0-
1.7769999999999	0-0-0-0-	0-0-0-0-0-
1.7779999999999	0-0-0-0-	0-0-0-0-0-
1.7789999999999	0-0-0-0-	0-0-0-0-0-
1.7799999999999	0-0-0-0-	0-0-0-0-0-
1.7809999999999	0-0-0-0-	0-0-0-0-0-
1.7819999999999	0-0-0-0-	0-0-0-0-0-
1.7829999999999	0-0-0-0-	0-0-0-0-0-
1.7839999999999	0-0-0-0-	0-0-0-0-0-
1.7849999999999	0-0-0-0-	0-0-0-0-0-
1.7859999999999	0-0-0-0-	0-0-0-0-0-
1.7869999999999	0-0-0-0-	0-0-0-0-0-
1.7879999999999	0-0-0-0-	0-0-0-0-0-
1.7889999999999	0-0-0-0-	0-0-0-0-0-
1.7899999999999	0-0-0-0-	0-0-0-0-0-
1.7909999999999	0-0-0-0-	0-0-0-0-0-
1.7919999999999	0-0-0-0-	0-0-0-0-0-
1.7929999999999	0-0-0-0-	1-5-0-8-54:00:00:00:00:00:00:00
1.7939999999999	0-0-0-0-	0-0-0-0-0-
1.7949999999999	1-5-0-8-54:00:00:00:00:00:00:00	0-0-0-0-0-
1.7959999999999	0-0-0-0-	0-0-0-0-0-
1.7969999999999	0-0-0-0-	0-0-0-0-0-
1.7979999999999	0-0-0-0-	0-0-0-0-0-
1.7989999999999	0-0-0-0-	0-0-0-0-0-
1.7999999999999	0-0-0-0-	0-0-0-0-0-
1.8009999999999	0-0-0-0-	0-0-0-0-0-
1.8019999999999	0-0-0-0-	0-0-0-0-0-
1.8029999999999	0-0-0-0-	0-0-0-0-0-
1.8039999999999	0-0-0-0-	0-0-0-0-0-
1.8049999999999	0-0-0-0-	0-0-0-0-0-
1.8059999999999	0-0-0-0-	0-0-0-0-0-
1.8069999999999	0-0-0-0-	0-0-0-0-0-
1.8079999999999	0-0-0-0-	0-0-0-0-0-
1.8089999999999	0-0-0-0-	0-0-0-0-0-
1.8099999999999	0-0-0-0-	0-0-0-0-0-
1.8109999999999	0-0-0-0-	0-0-0-0-0-
1.8119999999999	0-0-0-0-	0-0-0-0-0-
1.8129999999999	0-0-0-0-	0-0-0-0-0-
1.8139999999999	0-0-0-0-	0-0-0-0-0-
1.8149999999999	0-0-0-0-	0-0-0-0-0-
1.8159999999999	0-0-0-0-	0-0-0-0-0-
1.8169999999999	0-0-0-0-	0-0-0-0-0-
1.8179999999999	0-0-0-0-	0-0-0-0-0-
1.8189999999999	0-0-0-0-	0-0-0-0-0-
1.8199999999999	0-0-0-0-	0-0-0-0-0-
1.8209999999999	0-0-0-0-	0-0-0-0-0-
1.8219999999999	0-0-0-0-	0-0-0-0-0-
1.8229999999999	0-0-0-0-	0-0-0-0-0-
1.8239999999999	0-0-0-0-	0-0-0-0-0-
1.8249999999999	0-0-0-0-	0-0-0-0-0-
1.8259999999999	0-0-0-0-	0-0-0-0-0-
1.8269999999999	0-0-0-0-	0-0-0-0-0-
1.8279999999999	0-0-0-0-	0-0-0-0-0-
1.8289999999999	0-0-0-0-	0-0-0-0-0-
1.8299999999999	0-0-0-0-	0-0-0-0-0-
1.8309999999999	0-0-0-0-	0-0-0-0-0-
1.8319999999999	0-0-0-0-	0-0-0-0-0-
1.8329999999999	0-0-0-0-	0-0-0-0-0-
1.8339999999999	0-0-0-0-	0-0-0-0-0-
1.8349999999999	0-0-0-0-	0-0-0-0-0-
1.8359999999999	0-0-0-0-	0-0-0-0-0-
1.8369999999999	0-0-0-0-	0-0-0-0-0-
1.8379999999999	0-0-0-0-	0-0-0-0-0-
1.8389999999999	0-0-0-0-	0-0-0-0-0-
1.8399999999999	0-0-0-0-	0-0-0-0-0-
1.8409999999999	0-0-0-0-	0-0-0-0-0-
1.8419999999999	0-0-0-0-	0-0-0-0-0-
1.8429999999999	0-0-0-0-	1-5-0-8-5E:00:00:00:00:00:00:00
1.8439999999999	0-0-0-0-	0-0-0-0-0-
1.8449999999999	1-5-0-8-5E:00:00:00:00:00:00:00	0-0-0-0-0-
1.8459999999999	0-0-0-0-	0-0-0-0-0-
1.8469999999999	0-0-0-0-	0-0-0-0-0-
1.8479999999999	0-0-0-0-	0-0-0-0-0-
1.8489999999999	0-0-0-0-	0-0-0-0-0-
1.8499999999999	0-0-0-0-	0-0-0-0-0-
1.8509999999999	0-0-0-0-	0-0-0-0-0-
1.8519999999999	0-0-0-0-	0-0-0-0-0-
1.8529999999999	0-0-0-0-	0-0-0-0-0-
1.8539999999999	0-0-0-0-	0-0-0-0-0-
1.8549999999999	0-0-0-0-	0-0-0-0-0-
1.8559999999999	0-0-0-0-	0-0-0-0-0-
1.8569999999999	0-0-0-0-	0-0-0-0-0-
1.8579999999999	0-0-0-0-	0-0-0-0-0-
1.8589999999999	0-0-0-0-	0-0-0-0-0-
1.8599999999999	0-0-0-0-	0-0-0-0-0-
1.8609999999999	0-0-0-0-	0-0-0-0-0-
1.8619999999999	0-0-0-0-	0-0-0-0-0-
1.8629999999999	0-0-0-0-	0-0-0-0-0-
1.8639999999999	0-0-0-0-	0-0-0-0-0-
1.8649999999999	0-0-0-0-	0-0-0-0-0-
1.8659999999999	0-0-0-0-	0-0-0-0-0-
1.8669999999999	0-0-0-0-	0-0-0-0-0-
1.8679999999999	0-0-0-0-	0-0-0-0-0-
1.8689999999999	0-0-0-0-	0-0-0-0-0-
1.8699999999999	0-0-0-0-	0-0-0-0-0-
1.8709999999999	0-0-0-0-	0-0-0-0-0-
1.8719999999999	0-0-0-0-	0-0-0-0-0-
1.8729999999999	0-0-0-0-	0-0-0-0-0-
1.8739999999999	0-0-0-0-	0-0-0-0-0-
1.8749999999999	0-0-0-0-	0-0-0-0-0-
1.8759999999999	0-0-0-0-	0-0-0-0-0-
1.8769999999999	0-0-0-0-	0-0-0-0-0-
1.8779999999999	0-0-0-0-	0-0-0-0-0-
1.8789999999999	0-0-0-0-	0-0-0-0-0-
1.8799999999999	0-0-0-0-	0-0-0-0-0-
1.8809999999999	0-0-0-0-	0-0-0-0-0-
1.8819999999999	0-0-0-0-	0-0-0-0-0-
1.8829999999999	0-0-0-0-	0-0-0-0-0-
1.8839999999999	0-0-0-0-	0-0-0-0-0-
1.8849999999999	0-0-0-0-	0-0-0-0-0-
1.8859999999999	0-0-0-0-	0-0-0-0-0-
1.8869999999999	0-0-0-0-	0-0-0-0-0-
1.8879999999999	0-0-0-0-	0-0-0-0-0-
1.8889999999999	0-0-0-0-	0-0-0-0-0-
1.8899999999999	0-0-0-0-	0-0-0-0-0-
1.8909999999999	0-0-0-0-	0-0-0-0-0-
1.8919999999999	0-0-0-0-	0-0-0-0-0-
1.8929999999999	0-0-0-0-	1-5-0-8-68:00:00:00:00:00:00:00
1.8939999999999	0-0-0-0-	0-0-0-0-0-
1.8949999999999	1-5-0-8-68:00:00:00:00:00:00:00	0-0-0-0-0-
1.8959999999999	0-0-0-0-	0-0-0-0-0-
1.8969999999999	0-0-0-0-	0-0-0-0-0-
1.8979999999999	0-0-0-0-	0-0-0-0-0-
1.8989999999999	0-0-0-0-	0-0-0-0-0-
1.8999999999999	0-0-0-0-	0-0-0-0-0-
1.9009999999999	0-0-0-0-	0-0-0-0-0-
1.9019999999999	0-0-0-0-	0-0-0-0-0-
1.9029999999999	0-0-0-0-	0-0-0-0-0-
1.9039999999999	0-0-0-0-	0-0-0-0-0-
1.9049999999999	0-0-0-0-	0-0-0-0-0-
1.9059999999999	0-0-0-0-	0-0-0-0-0-
1.9069999999999	0-0-0-0-	0-0-0-0-0-
1.9079999999999	0-0-0-0-	0-0-0-0-0-
1.9089999999999	0-0-0-0-	0-0-0-0-0-
1.9099999999999	0-0-0-0-	0-0-0-0-0-
1.9109999999999	0-0-0-0-	0-0-0-0-0-
1.9119999999999	0-0-0-0-	0-0-0-0-0-
1.9129999999999	0-0-0-0-	0-0-0-0-0-
1.9139999999999	0-0-0-0-	0-0-0-0-0-
1.9149999999999	0-0-0-0-	0-0-0-0-0-
1.9159999999999	0-0-0-0-	0-0-0-0-0-
1.9169999999999	0-0-0-0-	0-0-0-0-0-
1.9179999999999	0-0-0-0-	0-0-0-0-0-
1.9189999999999	0-0-0-0-	0-0-0-0-0-
1.9199999999999	0-0-0-0-	0-0-0-0-0-
1.9209999999999	0-0-0-0-	0-0-0-0-0-
1.9219999999999	0-0-0-0-	0-0-0-0-0-
1.9229999999999	0-0-0-0-	0-0-0-0-0-
1.9239999999999	0-0-0-0-	0-0-0-0-0-
1.9249999999999	0-0-0-0-	0-0-0-0-0-
1.9259999999999	0-0-0-0-	0-0-0-0-0-
1.9269999999999	0-0-0-0-	0-0-0-0-0-
1.9279999999999	0-0-0-0-	0-0-0-0-0-
1.9289999999999	0-0-0-0-	0-0-0-0-0-
1.9299999999999	0-0-0-0-	0-0-0-0-0-
1.9309999999999	0-0-0-0-	0-0-0-0-0-
1.9319999999999	0-0-0-0-	0-0-0-0-0-
1.9329999999999	0-0-0-0-	0-0-0-0-0-
1.9339999999999	0-0-0-0-	0-0-0-0-0-
1.9349999999999	0-0-0-0-	0-0-0-0-0-
1.9359999999999	0-0-0-0-	0-0-0-0-0-
1.9369999999999	0-0-0-0-	0-0-0-0-0-
1.9379999999999	0-0-0-0-	0-0-0-0-0-
1.9389999999999	0-0-0-0-	0-0-0-0-0-
1.9399999999999	0-0-0-0-	0-0-0-0-0-
1.9409999999999	0-0-0-0-	0-0-0-0-0-
1.9419999999999	0-0-0-0-	0-0-0-0-0-
1.9429999999999	0-0-0-0-	1-5-0-8-72:00:00:00:00:00:00:00
1.9439999999999	0-0-0-0-	0-0-0-0-0-
1.9449999999999	1-5-0-8-72:00:00:00:00:00:00:00	0-0-0-0-0-
1.9459999999999	0-0-0-0-	0-0-0-0-0-
1.9469999999999	0-0-0-0-	0-0-0-0-0-
1.9479999999999	0-0-0-0-	0-0-0-0-0-
1.9489999999999	0-0-0-0-	0-0-0-0-0-
1.9499999999999	0-0-0-0-	0-0-0-0-0-
1.9509999999999	0-0-0-0-	0-0-0-0-0-
1.9519999999999	0-0-0-0-	0-0-0-0-0-
1.9529999999999	0-0-0-0-	0-0-0-0-0-
1.9539999999999	0-0-0-0-	0-0-0-0-0-
1.9549999999999	0-0-0-0-	0-0-0-0-0-
1.9559999999999	0-0-0-0-	0-0-0-0-0-
1.9569999999999	0-0-0-0-	0-0-0-0-0-
1.9579999999999	0-0-0-0-	0-0-0-0-0-
1.9589999999999	0-0-0-0-	0-0-0-0-0-
1.9599999999999	0-0-0-0-	0-0-0-0-0-
1.9609999999999	0-0-0-0-	0-0-0-0-0-
1.9619999999999	0-0-0-0-	0-0-0-0-0-
1.9629999999999	0-0-0-0-	0-0-0-0-0-
1.9639999999999	0-0-0-0-	0-0-0-0-0-
1.9649999999999	0-0-0-0-	0-0-0-0-0-
1.9659999999999	0-0-0-0-	0-0-0-0-0-
1.9669999999999	0-0-0-0-	0-0-0-0-0-
1.9679999999999	0-0-0-0-	0-0-0-0-0-
1.9689999999999	0-0-0-0-	0-0-0-0-0-
1.9699999999999	0-0-0-0-	0-0-0-0-0-
1.9709999999999	0-0-0-0-	0-0-0-0-0-
1.9719999999999	0-0-0-0-	0-0-0-0-0-
1.9729999999999	0-0-0-0-	0-0-0-0-0-
1.9739999999999	0-0-0-0-	0-0-0-0-0-
1.9749999999999	0-0-0-0-	0-0-0-0-0-
1.9759999999999	0-0-0-0-	0-0-0-0-0-
1.9769999999999	0-0-0-0-	0-0-0-0-0-
1.9779999999999	0-0-0-0-	0-0-0-0-0-
1.9789999999999	0-0-0-0-	0-0-0-0-0-
1.9799999999999	0-0-0-0-	0-0-0-0-0-
1.9809999999999	0-0-0-0-	0-0-0-0-0-
1.9819999999999	0-0-0-0-	0-0-0-0-0-
1.9829999999999	0-0-0-0-	0-0-0-0-0-
1.9839999999999	0-0-0-0-	0-0-0-0-0-
1.9849999999999	0-0-0-0-	0-0-0-0-0-
1.9859999999999	0-0-0-0-	0-0-0-0-0-
1.9869999999999	0-0-0-0-	0-0-0-0-0-
1.9879999999999	0-0-0-0-	0-0-0-0-0-
1.9889999999999	0-0-0-0-	0-0-0-0-0-
1.9899999999999	0-0-0-0-	0-0-0-0-0-
1.9909999999999	0-0-0-0-	0-0-0-0-0-
1.9919999999999	0-0-0-0-	0-0-0-0-0-
1.9929999999999	0-0-0-0-	1-5-0-8-7C:00:00:00:00:00:00:00
1.9939999999999	0-0-0-0-	0-0-0-0-0-
1.9949999999999	1-5-0-8-7C:00:00:00:00:00:00:00	0-0-0-0-0-
1.9959999999999	0-0-0-0-	0-0-0-0-0-
1.9969999999999	0-0-0-0-	0-0-0-0-0-
1.9979999999999	0-0-0-0-	0-0-0-0-0-
1.9989999999999	0-0-0-0-	0-0-0-0-0-
1.9999999999999	0-0-0-0-	0-0-0-0-0-
2.0009999999999	0-0-0-0-	0-0-0-0-0-
2.0019999999999	0-0-0-0-	0-0-0-0-0-
2.0029999999999	0-0-0-0-	0-0-0-0-0-
2.0039999999999	0-0-0-0-	0-0-0-0-0-
2.0049999999999	0-0-0-0-	0-0-0-0-0-
2.0059999999999	0-0-0-0-	0-0-0-0-0-
2.0069999999999	0-0-0-0-	0-0-0-0-0-
2.0079999999999	0-0-0-0-	0-0-0-0-0-
2.0089999999999	0-0-0-0-	0-0-0-0-0-
2.0099999999999	0-0-0-0-	0-0-0-0-0-
2.0109999999999	0-0-0-0-	0-0-0-0-0-
2.0119999999999	0-0-0-0-	0-0-0-0-0-
2.0129999999999	0-0-0-0-	0-0-0-0-0-
2.0139999999999	0-0-0-0-	0-0-0-0-0-
2.0149999999999	0-0-0-0-	0-0-0-0-0-
2.0159999999999	0-0-0-0-	0-0-0-0-0-
2.0169999999999	0-0-0-0-	0-0-0-0-0-
2.0179999999999	0-0-0-0-	0-0-0-0-0-
2.0189999999999	0-0-0-0-	0-0-0-0-0-
2.0199999999999	0-0-0-0-	0-0-0-0-0-
2.0209999999999	0-0-0-0-	0-0-0-0-0-
2.0219999999999	0-0-0-0-	0-0-0-0-0-
2.0229999999999	0-0-0-0-	0-0-0-0-0-
2.0239999999999	0-0-0-0-	0-0-0-0-0-
2.0249999999999	0-0-0-0-	0-0-0-0-0-
2.0259999999999	0-0-0-0-	0-0-0-0-0-
2.0269999999999	0-0-0-0-	0-0-0-0-0-
2.0279999999999	0-0-0-0-	0-0-0-0-0-
2.0289999999999	0-0-0-0-	0-0-0-0-0-
2.0299999999999	0-0-0-0-	0-0-0-0-0-
2.0309999999999	0-0-0-0-	0-0-0-0-0-
2.0319999999999	0-0-0-0-	0-0-0-0-0-
2.0329999999999	0-0-0-0-	0-0-0-0-0-
2.0339999999999	0-0-0-0-	0-0-0-0-0-
2.0349999999999	0-0-0-0-	0-0-0-0-0-
2.0359999999999	0-0-0-0-	0-0-0-0-0-
2.0369999999999	0-0-0-0-	0-0-0-0-0-
2.0379999999999	0-0-0-0-	0-0-0-0-0-
2.0389999999999	0-0-0-0-	0-0-0-0-0-
2.0399999999999	0-0-0-0-	0-0-0-0-0-
2.0409999999999	0-0-0-0-	0-0-0-0-0-
2.0419999999999	0-0-0-0-	0-0-0-0-0-
2.0429999999999	0-0-0-0-	0-0-0-0-0-
2.0439999999999	0-0-0-0-	1-5-0-8-86:00:00:00:00:00:00:00
2.0449999999999	0-0-0-0-	0-0-0-0-0-
2.0459999999999	1-5-0-8-86:00:00:00:00:00:00:00	0-0-0-0-0-
2.0469999999999	0-0-0-0-	0-0-0-0-0-
2.0479999999999	0-0-0-0-	0-0-0-0-0-
2.0489999999999	0-0-0-0-	0-0-0-0-0-
2.0499999999999	0-0-0-0-	0-0-0-0-0-
2.0509999999999	0-0-0-0-	0-0-0-0-0-
2.0519999999999	0-0-0-0-	0-0-0-0-0-
2.0529999999999	0-0-0-0-	0-0-0-0-0-
2.0539999999999	0-0-0-0-	0-0-0-0-0-
2.0549999999999	0-0-0-0-	0-0-0-0-0-
2.0559999999999	0-0-0-0-	0-0-0-0-0-
2.0569999999999	0-0-0-0-	0-0-0-0-0-
2.0579999999999	0-0-0-0-	0-0-0-0-0-
2.0589999999999	0-0-0-0-	0-0-0-0-0-
2.0599999999999	0-0-0-0-	0-0-0-0-0-
2.0609999999999	0-0-0-0-	0-0-0-0-0-
2.0619999999999	0-0-0-0-	0-0-0-0-0-
2.0629999999999	0-0-0-0-	0-0-0-0-0-
2.0639999999999	0-0-0-0-	0-0-0-0-0-
2.0649999999999	0-0-0-0-	0-0-0-0-0-
2.0659999999999	0-0-0-0-	0-0-0-0-0-
2.0669999999999	0-0-0-0-	0-0-0-0-0-
2.0679999999999	0-0-0-0-	0-0-0-0-0-
2.0689999999999	0-0-0-0-	0-0-0-0-0-
2.0699999999999	0-0-0-0-	0-0-0-0-0-
2.0709999999999	0-0-0-0-	0-0-0-0-0-
2.0719999999999	0-0-0-0-	0-0-0-0-0-
2.0729999999999	0-0-0-0-	0-0-0-0-0-
2.0739999999999	0-0-0-0-	0-0-0-0-0-
2.0749999999999	0-0-0-0-	0-0-0-0-0-
2.0759999999999	0-0-0-0-	0-0-0-0-0-
2.0769999999999	0-0-0-0-	0-0-0-0-0-
2.0779999999999	0-0-0-0-	0-0-0-0-0-
2.0789999999999	0-0-0-0-	0-0-0-0-0-
2.0799999999999	0-0-0-0-	0-0-0-0-0-
2.0809999999999	0-0-0-0-	0-0-0-0-0-
2.0819999999999	0-0-0-0-	0-0-0-0-0-
2.0829999999999	0-0-0-0-	0-0-0-0-0-
2.0839999999999	0-0-0-0-	0-0-0-0-0-
2.0849999999999	0-0-0-0-	0-0-0-0-0-
2.0859999999999	0-0-0-0-	0-0-0-0-0-
2.0869999999999	0-0-0-0-	0-0-0-0-0-
2.0879999999999	0-0-0-0-	0-0-0-0-0-
2.0889999999999	0-0-0-0-	0-0-0-0-0-
2.0899999999999	0-0-0-0-	0-0-0-0-0-
2.0909999999999	0-0-0-0-	0-0-0-0-0-
2.0919999999999	0-0-0-0-	0-0-0-0-0-
2.0929999999999	0-0-0-0-	0-0-0-0-0-
2.0939999999999	0-0-0-0-	1-5-0-8-90:00:00:00:00:00:00:00
2.0949999999999	0-0-0-0-	0-0-0-0-0-
2.0959999999999	1-5-0-8-90:00:00:00:00:00:00:00	0-0-0-0-0-
2.0969999999999	0-0-0-0-	0-0-0-0-0-
2.0979999999999	0-0-0-0-	0-0-0-0-0-
2.0989999999999	0-0-0-0-	0-0-0-0-0-
2.0999999999999	0-0-0-0-	0-0-0-0-0-
2.1009999999999	0-0-0-0-	0-0-0-0-0-
2.1019999999999	0-0-0-0-	0-0-0-0-0-
2.1029999999999	0-0-0-0-	0-0-0-0-0-
2.1039999999999	0-0-0-0-	0-0-0-0-0-
2.1049999999999	0-0-0-0-	0-0-0-0-0-
2.1059999999999	0-0-0-0-	0-0-0-0-0-
2.1069999999999	0-0-0-0-	0-0-0-0-0-
2.1079999999999	0-0-0-0-	0-0-0-0-0-
2.1089999999999	0-0-0-0-	0-0-0-0-0-
2.1099999999999	0-0-0-0-	0-0-0-0-0-
2.1109999999999	0-0-0-0-	0-0-0-0-0-
2.1119999999999	0-0-0-0-	0-0-0-0-0-
2.1129999999999	0-0-0-0-	0-0-0-0-0-
2.1139999999999	0-0-0-0-	0-0-0-0-0-
2.1149999999999	0-0-0-0-	0-0-0-0-0-
2.1159999999999	0-0-0-0-	0-0-0-0-0-
2.1169999999999	0-0-0-0-	0-0-0-0-0-
2.1179999999999	0-0-0-0-	0-0-0-0-0-
2.1189999999999	0-0-0-0-	0-0-0-0-0-
2.1199999999999	0-0-0-0-	0-0-0-0-0-
2.1209999999999	0-0-0-0-	0-0-0-0-0-
2.1219999999999	0-0-0-0-	0-0-0-0-0-
2.1229999999999	0-0-0-0-	0-0-0-0-0-
2.1239999999999	0-0-0-0-	0-0-0-0-0-
2.1249999999999	0-0-0-0-	0-0-0-0-0-
2.1259999999999	0-0-0-0-	0-0-0-0-0-
2.1269999999999	0-0-0-0-	0-0-0-0-0-
2.1279999999999	0-0-0-0-	0-0-0-0-0-
2.1289999999999	0-0-0-0-	0-0-0-0-0-
2.1299999999999	0-0-0-0-	0-0-0-0-0-
2.1309999999999	0-0-0-0-	0-0-0-0-0-
2.1319999999999	0-0-0-0-	0-0-0-0-0-
2.1329999999999	0-0-0-0-	0-0-0-0-0-
2.1339999999999	0-0-0-0-	0-0-0-0-0-
2.1349999999999	0-0-0-0-	0-0-0-0-0-
2.1359999999999	0-0-0-0-	0-0-0-0-0-
2.1369999999999	0-0-0-0-	0-0-0-0-0-
2.1379999999999	0-0-0-0-	0-0-0-0-0-
2.1389999999999	0-0-0-0-	0-0-0-0-0-
2.1399999999999	0-0-0-0-	0-0-0-0-0-
2.1409999999999	0-0-0-0-	0-0-0-0-0-
2.1419999999999	0-0-0-0-	0-0-0-0-0-
2.1429999999999	0-0-0-0-	0-0-0-0-0-
2.1439999999999	0-0-0-0-	1-5-0-8-9A:00:00:00:00:00:00:00
2.1449999999999	0-0-0-0-	0-0-0-0-0-
2.1459999999999	1-5-0-8-9A:00:00:00:00:00:00:00	0-0-0-0-0-
2.1469999999999	0-0-0-0-	0-0-0-0-0-
2.1479999999999	0-0-0-0-	0-0-0-0-0-
2.1489999999999	0-0-0-0-	0-0-0-0-0-
2.1499999999999	0-0-0-0-	0-0-0-0-0-
2.1509999999999	0-0-0-0-	0-0-0-0-0-
2.1519999999999	0-0-0-0-	0-0-0-0-0-
2.1529999999999	0-0-0-0-	0-0-0-0-0-
2.1539999999999	0-0-0-0-	0-0-0-0-0-
2.1549999999999	0-0-0-0-	0-0-0-0-0-
2.1559999999999	0-0-0-0-	0-0-0-0-0-
2.1569999999999	0-0-0-0-	0-0-0-0-0-
2.1579999999999	0-0-0-0-	0-0-0-0-0-
2.1589999999999	0-0-0-0-	0-0-0-0-0-
